ts,yaw,pitch,roll
25312,-6.3195353,14.613488,5.3275304
25328,-6.3525915,14.553566,5.2842827
25344,-6.2368875,14.712752,5.3567753
25376,-6.2020187,14.657383,5.260133
25392,-6.1492376,14.387749,5.33842
25408,-6.2749476,14.744719,5.469601
25424,-6.357526,14.611757,5.4132733
25456,-6.536279,14.599059,5.42813
25472,-6.186421,14.857625,5.410529
25488,-6.392249,14.750379,5.393011
25505,-6.3575172,14.942466,5.4361763
25537,-6.2194595,14.807535,5.3680077
25553,-6.2301254,14.817719,5.455648
25569,-6.3696446,14.737587,5.5424356
25584,-6.226042,14.788023,5.5272284
25616,-6.114053,14.830389,5.5398827
25632,-6.095194,15.079287,5.574601
25648,-6.4671693,14.424652,5.5721245
25664,-6.7130117,13.879243,5.5152826
25696,-6.651309,13.733046,5.4974627
25712,-6.509165,14.375472,5.592812
25728,-6.4216285,14.877838,5.476256
25744,-6.3921967,14.937182,5.4658027
25776,-6.3081727,14.964242,5.405959
25792,-6.421468,14.607886,5.340902
25808,-6.298714,14.821473,5.338307
25824,-6.370189,14.820476,5.3333797
25856,-6.3658643,14.99679,5.330492
25872,-6.234481,14.651512,5.2540026
25889,-6.230843,14.783921,5.3432555
25905,-6.2183414,14.739376,5.297311
25937,-6.347116,14.578846,5.2350144
25952,-6.0578914,14.7445965,5.1536417
25968,-5.9696755,14.644612,5.240387
25984,-6.2194757,14.612179,5.295634
26016,-6.260685,14.698129,5.209548
26032,-6.2860284,14.561762,5.147144
26048,-6.436369,14.54996,5.2589145
26064,-6.357705,14.958038,5.217178
26096,-6.3513427,14.804351,5.261567
26112,-6.3742204,14.736627,5.2708254
26128,-6.4761057,14.542787,5.3977304
26144,-6.161508,14.595633,5.294313
26176,-6.2211657,14.701008,5.2669253
26192,-6.321367,14.671727,5.3230395
26208,-6.335727,14.67531,5.3269978
26224,-6.3272305,14.676098,5.2642846
26257,-6.4700027,14.7225685,5.3619413
26273,-6.64897,14.480905,5.277678
26289,-6.47005,14.727883,5.212625
26305,-6.572813,14.48672,5.2523484
26336,-6.483074,14.584698,5.2826767
26352,-6.459288,14.502511,5.2881074
26368,-6.5123267,14.406563,5.210456
26384,-6.4866786,14.467396,5.299253
26416,-6.6025734,14.585903,5.3207817
26432,-6.4527836,14.460451,5.234936
26448,-6.357384,14.618653,5.245903
26464,-6.3331475,14.578395,5.237729
26496,-6.297505,14.736384,5.2148676
26512,-6.1610146,14.619994,5.216922
26528,-6.3737035,14.556799,5.297013
26544,-6.405434,14.793433,5.339205
26576,-6.36058,14.6619215,5.333719
26592,-6.511503,14.71278,5.420776
26609,-6.3610845,14.769541,5.268536
26624,-6.2784314,14.855051,5.2283173
26657,-6.264472,14.849391,5.188027
26673,-6.247672,14.718852,5.145309
26689,-6.291128,14.894883,5.2080507
26704,-6.1067853,14.976496,5.2012672
26736,-6.0946093,15.027225,5.224498
26752,-6.2525306,14.919374,5.2581224
26768,-6.3242445,14.78422,5.2942543
26784,-6.5101285,14.795936,5.262277
26816,-6.433863,14.743165,5.292483
26832,-6.4750714,14.7237015,5.3560576
26848,-6.5940123,14.798587,5.2862625
26864,-6.284487,14.812952,5.2931247
26896,-6.3631606,14.835033,5.2562957
26912,-6.496862,14.491708,5.2182074
26928,-6.4896154,14.5673895,5.2748365
26944,-6.2081127,14.568835,5.1367345
26976,-6.2240124,14.624493,5.149995
26993,-6.123555,14.664987,5.1914964
27009,-6.168913,14.596326,5.15317
27025,-6.257962,15.066583,5.286942
27057,-6.272087,14.882763,5.2088685
27072,-6.0594034,15.091777,5.1756167
27088,-6.2792716,14.947899,5.224751
27104,-6.189618,14.954329,5.1587462
27136,-6.2030253,14.844603,5.208873
27152,-6.2022533,14.927637,5.2660093
27168,-6.162782,14.933942,5.197019
27184,-6.3303833,14.831441,5.2526503
27216,-6.4076295,14.751638,5.2815375
27232,-6.271919,14.863442,5.2361617
27248,-6.309587,14.781641,5.1877613
27264,-6.4501324,14.819043,5.1328506
27296,-6.3973575,14.860377,5.0937777
27312,-6.3566074,14.915214,5.150206
27328,-6.6078663,14.797091,5.144349
27344,-6.3266077,14.965762,5.250707
27376,-6.5671906,14.114618,5.13464
27393,-6.7835355,13.835798,5.0796394
27409,-6.9614778,13.724257,5.1722236
27425,-6.7168136,13.979009,5.248337
27456,-6.64978,14.636019,5.245849
27472,-6.5813675,15.036314,5.1968713
27488,-6.40298,14.948802,5.075618
27504,-6.3977623,14.831121,5.040101
27536,-6.5425987,14.665026,5.1707087
27552,-6.225616,14.844792,5.1299014
27568,-6.2433577,14.784457,5.0002193
27584,-6.2053113,14.978831,5.0392704
27616,-6.2516723,14.782759,4.9425807
27632,-6.21564,14.8514805,4.9651585
27648,-6.0909576,15.191431,4.8775964
27664,-6.2289815,15.066581,4.9229703
27696,-6.383297,14.92021,4.9492745
27712,-6.1305585,15.14773,4.8867
27728,-5.9380903,15.093543,4.828962
27745,-6.063671,15.139066,4.891559
27777,-6.2684727,14.863289,5.030853
27793,-6.446599,14.846804,5.181322
27809,-6.4113684,14.474745,5.097214
27824,-6.34144,14.466678,5.114415
27856,-6.319939,14.5105,5.0282483
27872,-6.2118254,14.629994,5.001885
27888,-6.307487,14.563513,5.073204
27904,-6.3199553,14.641267,5.030025
27936,-6.1519475,14.636786,4.9871216
27952,-6.1338387,14.458221,5.002054
27968,-6.1077166,14.881914,4.978651
27984,-6.391423,14.6191435,4.9684596
28016,-6.4138894,14.649166,5.0603943
28032,-6.2859473,14.493129,5.0167766
28048,-6.2928314,14.499336,4.9587383
28064,-6.2605686,14.414715,4.997497
28096,-6.404506,14.505565,5.084227
28112,-6.314076,14.473073,5.101161
28129,-6.4076753,14.374716,5.089164
28145,-6.42784,14.297681,5.053056
28177,-6.25438,14.246209,5.1216702
28192,-6.3108544,14.068014,4.9886007
28208,-6.387265,14.174152,5.0360255
28224,-6.490124,14.294577,4.9832754
28256,-6.390025,14.303315,4.9352365
28272,-6.580941,14.136892,5.003489
28288,-6.5413165,14.135,4.8680735
28304,-6.453729,14.30796,4.897477
28336,-6.4176097,14.272877,4.9806967
28352,-6.5882673,14.207019,5.0523996
28368,-6.551898,14.115763,5.1528144
28384,-6.4789124,14.072605,5.1075883
28416,-6.580747,14.244347,5.1723356
28432,-6.3747177,14.363737,5.205257
28448,-6.6031365,14.18222,5.2490673
28464,-6.6055827,13.887099,5.2616477
28496,-6.815324,13.810449,5.244631
28513,-6.6701446,14.12662,5.248067
28529,-6.596636,14.20467,5.1066165
28545,-6.6549616,14.129708,5.0973105
28576,-6.4495144,14.35952,4.997576
28592,-6.583651,14.567446,4.922228
28608,-6.499436,14.559861,4.9027195
28624,-6.618168,14.684641,4.9402633
28656,-6.6389427,14.620007,4.903891
28672,-6.492774,14.690816,5.0038543
28688,-6.671363,14.652529,4.906886
28704,-6.8018456,14.374203,4.840734
28736,-6.6253786,14.536848,4.7628336
28752,-6.4583364,14.464897,4.760148
28768,-6.5419254,14.415215,4.7897105
28784,-6.5924635,14.060328,4.780282
28816,-6.5565233,14.092122,4.765238
28832,-6.460119,14.1031,4.7308407
28848,-6.530182,13.998428,4.776359
28865,-6.602045,13.81132,4.7395535
28897,-6.50386,14.0756645,4.696292
28913,-6.5073357,13.991509,4.7111354
28929,-6.524653,14.110958,4.661056
28944,-6.644096,14.126254,4.7387605
28976,-6.6236916,14.213295,4.7258925
28992,-6.5462103,13.984931,4.714758
29008,-6.548239,14.014184,4.7400374
29024,-6.545718,13.982101,4.7890344
29056,-6.5472302,13.984699,4.8472247
29072,-6.6165214,14.050697,4.8929224
29088,-6.53912,14.024125,4.885325
29104,-6.6608653,13.652289,4.952986
29136,-6.7774067,13.337012,5.1655054
29152,-6.8704786,12.917625,5.07025
29168,-6.620905,13.367127,5.0076156
29184,-6.9965467,13.877766,4.8275
29216,-6.775946,14.394514,4.842318
29233,-6.6284614,14.32867,4.7969666
29249,-6.511728,14.334705,4.848474
29265,-6.3394,14.411196,4.7522144
29297,-6.3734827,14.420325,4.7074037
29312,-6.21468,14.430953,4.7802043
29328,-6.3543167,14.473606,4.8571315
29344,-6.351151,14.263018,4.8681684
29376,-6.3660846,14.249889,4.829241
29392,-6.5475225,14.2371435,4.867644
29408,-6.5094705,14.270983,4.814779
29424,-6.4956083,14.238421,4.7846055
29456,-6.3684955,14.177416,4.736225
29472,-6.3546453,14.121882,4.74079
29488,-6.3162327,14.092277,4.733455
29504,-6.2874746,14.210015,4.6981826
29536,-6.2991095,14.213739,4.623401
29552,-6.271915,14.324517,4.6095595
29568,-6.1286716,14.2412815,4.608728
29584,-6.2046027,14.172852,4.5529885
29616,-6.4070106,14.234803,4.565249
29633,-6.1953073,14.361358,4.6368403
29649,-6.2708745,14.377337,4.6184945
29665,-6.4203935,14.202886,4.674861
29696,-6.16227,14.4479475,4.582517
29712,-6.243837,14.230618,4.628074
29728,-6.2458816,14.178853,4.626364
29744,-6.374019,14.07819,4.7210984
29776,-6.181075,14.152894,4.6027665
29792,-6.280683,14.089926,4.595935
29808,-6.3298054,14.14533,4.595077
29824,-6.281195,14.26286,4.5816946
29856,-6.128511,14.222638,4.5256567
29872,-6.3202147,14.228112,4.5933714
29888,-6.2376103,14.351187,4.5785885
29904,-6.0626383,14.378098,4.65581
29936,-6.077341,14.570173,4.617906
29952,-6.081626,14.658051,4.674182
29968,-6.150638,14.770854,4.740752
29984,-6.1305847,14.708968,4.7534356
30017,-5.9975915,14.380462,4.6449246
30033,-6.0712233,14.700409,4.6418533
30049,-6.1461654,14.366545,4.6664357
30064,-6.29644,14.484152,4.7160535
30096,-6.0965843,14.46523,4.6447144
30112,-6.0841246,14.570246,4.61434
30128,-6.137456,14.419355,4.6150975
30144,-6.0332785,14.595301,4.5346684
30176,-6.0970182,14.706787,4.5419626
30192,-6.185478,14.461603,4.5608883
30208,-6.2193227,14.497818,4.5480003
30224,-6.120826,14.434367,4.493706
30256,-6.142639,14.420678,4.426749
30272,-6.2156606,14.435405,4.4820585
30288,-6.026668,14.470811,4.443755
30304,-6.071093,14.391394,4.556992
30336,-6.0786395,14.400132,4.5281186
30353,-6.0892854,14.364597,4.499919
30368,-6.0464177,14.294611,4.4397836
30385,-6.1104302,14.62147,4.442491
30417,-6.0586677,14.524039,4.397719
30433,-5.993831,14.551405,4.402508
30448,-6.0713573,14.715681,4.5164137
30464,-5.9640746,14.870372,4.5557904
30496,-5.8972373,14.747614,4.504839
30512,-5.8683357,14.728722,4.548801
30528,-6.139715,14.721599,4.576269
30544,-6.052264,14.674781,4.5585823
30576,-6.0676613,14.739155,4.4692426
30592,-5.977404,14.782557,4.5468483
30608,-5.95225,14.7712345,4.490305
30624,-6.196511,14.455513,4.5239654
30656,-6.2247314,14.393551,4.496203
30672,-6.1084266,14.368162,4.5160303
30688,-6.1694574,14.25703,4.511392
30704,-6.17562,14.215331,4.5061555
30736,-6.053596,14.257284,4.517468
30753,-6.171842,13.480493,4.5831
30769,-6.243784,13.20451,4.4743085
30785,-6.1463504,13.654471,4.4864907
30816,-6.2113104,14.208621,4.4264746
30832,-6.184487,14.278605,4.324773
30848,-6.0762134,14.507453,4.1782813
30864,-5.7757845,14.617071,4.3665667
30896,-5.8611116,14.436122,4.3694057
30912,-5.929627,14.498964,4.358254
30928,-5.8179784,14.613768,4.358113
30944,-5.718492,14.770865,4.4308367
30976,-5.9617887,14.533245,4.4070067
30992,-5.951294,14.445929,4.2926936
31008,-5.9416804,14.346305,4.3539906
31024,-5.9051714,14.345121,4.328322
31056,-5.8709993,14.526488,4.38026
31072,-5.7384763,14.375306,4.340276
31089,-5.7820516,14.520397,4.310046
31104,-5.719401,14.60807,4.2250266
31137,-5.816212,14.623964,4.3250346
31153,-5.8660064,14.655293,4.2894177
31169,-6.0551243,14.554272,4.228051
31184,-5.9424596,14.506124,4.2147503
31216,-6.0298033,14.479947,4.328602
31232,-5.98098,14.452016,4.2758336
31248,-5.9088426,14.358147,4.225993
31264,-5.9841404,14.236993,4.2273974
31296,-5.908972,14.233157,4.1246824
31312,-5.9464374,14.047315,4.186437
31328,-5.8326488,14.042771,4.088164
31344,-5.8099723,14.248889,4.1257405
31376,-5.782807,14.218843,4.071877
31392,-5.8972516,14.240435,4.1276755
31408,-5.8335624,14.098692,4.0861454
31424,-5.7302322,14.0937,3.9949949
31456,-5.8315806,14.019268,4.0160375
31472,-5.7878366,14.05899,3.9317677
31489,-5.7276053,14.135365,4.000021
31505,-5.7536526,14.057199,4.011215
31537,-5.9390273,14.206226,4.024147
31553,-5.942434,14.217869,4.076136
31568,-5.762876,14.263288,4.0250387
31584,-5.936051,14.1759405,4.045322
31616,-5.8487453,14.272193,4.0380917
31632,-5.8229322,14.252607,4.094272
31648,-5.7707286,14.270078,4.091348
31664,-5.7459865,14.187294,4.0360227
31696,-5.7619925,14.300738,4.0196724
31712,-5.8085175,14.494429,4.0441103
31728,-5.671016,14.284372,4.0684285
31744,-5.949353,13.998215,4.1375237
31776,-5.9287252,14.117666,4.1889124
31792,-5.9209127,14.083092,4.1260986
31808,-6.0128155,14.0524,4.214806
31824,-6.097235,14.011463,4.229258
31856,-6.103863,13.782765,4.1444516
31873,-5.8290286,13.781159,4.082384
31889,-6.001189,13.929025,4.1430326
31905,-6.007286,14.251013,4.2075834
31936,-5.8392553,14.238207,4.2401276
31952,-5.7487698,14.01188,4.2483897
31968,-5.7671494,13.959941,4.175359
31984,-5.8630056,13.9261265,4.194447
32016,-6.0285406,13.959876,4.2041206
32032,-6.0575137,14.095139,4.256715
32048,-5.883238,14.17433,4.2333517
32064,-6.0279365,13.940499,4.2741995
32096,-5.9952703,13.999909,4.333203
32112,-6.090292,14.084501,4.358983
32128,-6.2115803,13.871791,4.4072165
32144,-6.104981,14.044585,4.3103523
32176,-6.0606985,14.17821,4.3164935
32192,-6.017037,14.265289,4.4063926
32208,-6.0844607,14.265689,4.290236
32225,-5.993875,14.239796,4.398867
32257,-5.9570394,14.334544,4.430687
32273,-6.002721,14.3525505,4.4811487
32289,-5.8857837,14.369726,4.483689
32304,-5.9138594,14.129865,4.4924483
32336,-6.1099706,14.278292,4.500056
32352,-6.1878166,14.208673,4.5338483
32368,-6.14603,14.132134,4.4800014
32384,-6.187269,14.119086,4.506595
32416,-6.109784,14.191103,4.5589623
32432,-6.0901566,13.975393,4.456489
32448,-6.0676527,14.050331,4.5149336
32464,-6.1087313,13.991333,4.4834313
32496,-5.97832,13.893559,4.477025
32512,-5.9573383,13.917632,4.497658
32528,-5.957342,13.953092,4.4178057
32544,-5.973147,14.448666,4.26404
32576,-6.0590916,14.327771,4.260321
32592,-5.9960136,14.520734,4.310689
32608,-6.021437,14.316971,4.3493767
32625,-6.134035,14.362063,4.347121
32657,-6.18286,14.258651,4.2798314
32673,-6.1239786,14.463798,4.3433747
32688,-6.1106305,14.081976,4.308624
32704,-6.045644,14.340722,4.319462
32736,-6.036781,14.251078,4.2897673
32752,-6.0660076,14.347594,4.2263694
32768,-6.1123247,14.448,4.214579
32784,-6.0432014,14.1967535,4.214345
32816,-6.1361446,14.070128,4.159795
32832,-6.0982213,14.159426,4.093859
32848,-5.797464,14.144242,4.1181493
32864,-6.0991116,13.531618,4.227581
32896,-6.0188794,13.614893,4.356197
32912,-5.9098067,14.41409,4.418746
32928,-5.9879565,14.472242,4.3220735
32944,-6.0544405,14.298858,4.2310314
32976,-6.225903,14.29498,4.369358
32993,-6.1111555,14.385537,4.4097233
33009,-6.2142105,14.399143,4.381201
33025,-6.137078,14.36136,4.3596177
33056,-6.1210947,14.244633,4.2556696
33072,-6.0920315,14.030694,4.3024116
33088,-6.082727,14.079491,4.261274
33104,-5.934404,14.322189,4.268827
33136,-5.951532,14.30345,4.309287
33152,-6.1017847,14.087503,4.2637157
33168,-6.115903,14.176492,4.296927
33184,-6.0237956,14.072329,4.258791
33216,-5.982146,14.29337,4.2721972
33232,-5.968142,14.299126,4.2894645
33248,-5.9808054,14.405944,4.2839527
33264,-6.1033163,14.264848,4.361952
33296,-6.086032,14.180359,4.3477426
33312,-6.0230355,14.299682,4.350968
33328,-6.0467734,14.352452,4.3552556
33344,-5.984112,14.257574,4.3335466
33377,-5.997313,14.2459135,4.235903
33393,-5.9890046,14.376482,4.2889466
33409,-6.070696,14.366825,4.3658543
33424,-6.086321,14.211759,4.296681
33456,-6.3096714,14.248341,4.303683
33472,-6.450354,14.463821,4.375697
33488,-6.078639,14.6038685,4.412762
33504,-6.0770574,14.412796,4.320495
33536,-5.922038,14.446326,4.3916388
33552,-6.126372,14.500319,4.545611
33568,-5.9073386,14.372038,4.3779426
33584,-5.878647,14.466562,4.5460677
33616,-5.8892336,14.48249,4.462049
33632,-5.851817,14.5166645,4.4123034
33648,-5.9730644,14.385427,4.4376283
33664,-6.016848,14.419301,4.472528
33696,-6.176924,14.315722,4.4821987
33713,-6.260199,14.134154,4.4342113
33729,-5.9356523,14.296999,4.424312
33745,-5.981234,14.3383255,4.3785033
33777,-5.9774623,14.358238,4.3385344
33793,-5.9769707,14.224948,4.3498945
33808,-5.940278,14.364451,4.4112325
33824,-5.8379807,14.203098,4.3639193
33856,-6.0179844,14.366743,4.3762326
33872,-6.018625,14.422456,4.3013067
33888,-5.9071846,14.460957,4.3318706
33904,-5.91702,14.447651,4.330795
33936,-5.8500414,14.697297,4.3343964
33952,-5.936211,14.514123,4.3360744
33968,-5.9129305,14.409493,4.4469876
33984,-5.9808645,14.30881,4.392292
34016,-6.1071553,14.382535,4.4318438
34032,-6.148485,14.230393,4.5140204
34048,-6.2530303,14.389275,4.4738297
34064,-6.017281,14.388826,4.4012794
34096,-6.0256233,14.297064,4.4754124
34113,-6.105644,14.461464,4.4490237
34129,-6.134153,14.448523,4.4971476
34145,-6.1640954,14.494997,4.492345
34176,-6.0409603,14.5591,4.4800334
34192,-6.016045,14.728262,4.565426
34208,-6.054937,14.691305,4.5669637
34224,-6.1073,14.514132,4.4502683
34256,-6.0929074,14.494155,4.458763
34272,-6.14645,14.413828,4.4621797
34288,-6.3151846,14.584911,4.497142
34304,-6.414773,14.401383,4.5932007
34336,-6.4052215,14.435562,4.5838227
34352,-6.4305115,14.697268,4.616301
34368,-6.1867332,14.496179,4.4458714
34384,-6.1846194,14.330537,4.410178
34416,-6.1847725,14.265684,4.4535937
34432,-6.2664347,14.773483,4.4430327
34448,-6.142675,14.665158,4.344616
34465,-5.8474364,14.397876,4.2944517
34497,-6.0268073,13.761516,4.3540688
34513,-6.1557517,13.615191,4.3269877
34529,-6.135918,13.828805,4.4513035
34545,-6.2019777,14.265812,4.4658737
34576,-6.1372967,14.795413,4.3398247
34592,-6.2157173,14.886333,4.3417377
34608,-6.425668,14.799893,4.3714933
34624,-6.27021,14.813388,4.4313035
34656,-6.3093505,14.840892,4.4526224
34672,-6.3399267,14.666863,4.5350313
34688,-6.305454,14.559284,4.437304
34704,-6.2482405,14.728403,4.3941474
34736,-6.122661,14.779441,4.353128
34752,-5.9487023,14.764358,4.265016
34768,-6.1246724,14.750619,4.290799
34784,-6.104431,14.778423,4.23217
34816,-6.130834,14.677987,4.292113
34832,-5.84442,14.641658,4.2812066
34848,-5.8911576,14.63317,4.344387
34865,-5.9780483,14.528221,4.332957
34897,-5.991122,14.628506,4.2870436
34913,-6.1956167,14.50483,4.3533773
34928,-6.150283,14.594021,4.394803
34944,-6.1677704,14.424856,4.226982
34976,-6.216235,14.252582,4.303514
34992,-6.3101416,14.1431875,4.290844
35008,-6.3036885,14.175129,4.321443
35024,-6.25211,14.033057,4.279264
35056,-6.182678,13.99424,4.2562947
35072,-6.1752486,14.031623,4.270066
35088,-6.1934,14.060964,4.341942
35104,-6.047937,14.258334,4.28863
35136,-6.165465,14.145677,4.3057227
35152,-6.069163,14.141884,4.213835
35168,-6.097231,14.149331,4.232237
35184,-6.0327773,13.89995,4.283759
35216,-6.2515793,13.833933,4.318263
35233,-6.242917,13.800377,4.3854613
35249,-6.3400254,13.742463,4.4113574
35265,-6.4579306,13.70327,4.42225
35296,-6.4076533,13.69681,4.430344
35312,-6.4412546,13.656107,4.4412084
35328,-6.519657,13.635329,4.525251
35344,-6.3672733,13.565799,4.5820937
35376,-6.4539194,13.657564,4.659524
35392,-6.5744076,13.660881,4.799708
35408,-6.6377835,13.7756605,4.800021
35424,-6.5377655,13.433167,4.7291594
35456,-6.779978,13.617358,4.790656
35472,-6.802356,13.833667,4.836012
35488,-6.8431015,13.775388,4.8341746
35504,-6.725916,13.908811,4.7910905
35536,-6.531851,14.045371,4.7919493
35552,-6.5177927,14.153214,4.7136774
35568,-6.5708528,14.1831455,4.7051735
35584,-6.702426,14.205767,4.7857437
35617,-6.702481,14.054696,4.855991
35633,-6.7615633,14.095806,4.8207574
35649,-6.570503,14.053308,4.807973
35665,-6.7561173,13.997279,4.7890034
35696,-6.730934,13.84568,4.805255
35712,-6.732016,13.853639,4.8256674
35728,-6.6987386,13.803608,4.8112574
35744,-6.545592,13.745783,4.7363935
35776,-6.63452,13.774165,4.7454324
35792,-6.764352,13.613127,4.8136706
35808,-6.648114,13.610357,4.7944074
35824,-6.6080637,13.634419,4.733928
35856,-6.5907216,13.6681595,4.8090453
35872,-6.5345907,13.767551,4.7141347
35888,-6.5308127,13.706482,4.801634
35904,-6.675042,13.563558,4.8140326
35936,-6.7270393,13.748675,4.8631396
35952,-6.639454,13.75445,4.8516264
35968,-6.6335855,13.543575,4.7979074
35985,-6.4912367,13.611166,4.7273035
36017,-6.6664352,13.649632,4.8455477
36033,-6.6873527,13.733235,4.807437
36048,-6.588043,13.833342,4.7748847
36064,-6.5941453,13.68809,4.734935
36096,-6.504831,13.831441,4.704046
36112,-6.5109353,13.755129,4.7086577
36128,-6.49051,13.844381,4.7495785
36144,-6.4696193,13.686487,4.73447
36176,-6.4909387,13.782105,4.7680664
36192,-6.540866,13.833181,4.8311286
36208,-6.4050474,13.799607,4.863373
36224,-6.537402,14.032258,4.904502
36256,-6.374647,14.00493,4.8152695
36272,-6.475634,14.059309,4.9562187
36288,-6.6294594,14.152873,5.148645
36304,-6.4851017,14.563328,5.361065
36336,-6.5033345,15.145997,5.590389
36353,-6.4829035,15.840194,5.8155932
36369,-6.710699,16.080153,6.2571282
36385,-7.2679415,16.72462,6.4715934
36416,-7.4057474,18.46024,6.8548756
36432,-7.8025575,19.900673,7.404281
36448,-8.030829,21.910295,7.9904523
36464,-8.262454,23.662228,8.611366
36496,-8.325924,25.555763,9.312991
36512,-8.165279,27.634064,10.150483
36528,-8.483879,28.820347,10.950303
36544,-8.954623,29.435356,11.903004
36576,-9.018252,30.338125,12.651209
36592,-8.820738,30.888899,12.881466
36608,-8.546335,30.406984,13.14498
36624,-8.937749,30.58798,13.365227
36656,-8.873014,30.097048,13.152914
36672,-8.76897,29.460098,12.86221
36688,-8.542215,28.860014,12.468638
36704,-8.159103,28.06648,11.866503
36737,-7.530883,27.77863,11.219913
36753,-6.7624435,27.418064,10.566878
36769,-6.286634,26.516375,10.041902
36785,-6.281335,24.704102,9.625757
36816,-5.9980507,22.696857,9.187458
36832,-5.7827616,21.748636,8.816242
36848,-5.62257,20.220432,8.437254
36864,-5.2713995,19.642815,8.148209
36896,-5.4707656,18.224684,7.8978214
36912,-5.389181,17.904758,7.6204696
36928,-5.003482,18.098553,7.387623
36944,-4.847877,18.564152,7.238113
36976,-4.605111,18.76017,6.97439
36992,-4.348111,18.663506,6.6960654
37008,-4.3780413,18.336313,6.4621263
37024,-4.259521,18.27958,6.3558955
37056,-4.427573,17.896938,6.2211404
37072,-4.287297,17.608316,6.0018063
37088,-4.3499494,17.17095,5.8571925
37105,-4.609763,16.637108,5.779411
37137,-4.601441,16.407589,5.660097
37153,-4.6971903,15.999429,5.532817
37168,-4.730561,15.765761,5.4036603
37184,-4.7519894,15.672403,5.2398205
37216,-4.7582936,15.274273,5.0764494
37232,-4.7706356,15.088115,5.0397873
37248,-4.8648276,15.215337,4.8734026
37264,-4.9384675,14.843419,4.855383
37296,-4.7491326,14.739132,4.8342733
37312,-4.8017507,14.63455,4.7044196
37328,-4.838748,14.488536,4.7432723
37344,-4.8694324,14.409547,4.7134337
37376,-4.828374,14.449564,4.611117
37392,-4.8190165,14.381439,4.5995164
37408,-4.9104457,14.478228,4.603805
37424,-4.8654356,14.493134,4.4928174
37456,-4.8949203,14.4098625,4.4963427
37472,-4.8387556,14.555117,4.463959
37489,-4.8686457,14.720864,4.4978294
37505,-4.8769007,14.798468,4.4355636
37536,-5.1637025,14.90464,4.4570484
37552,-4.8812304,15.030551,4.5189614
37568,-5.051782,15.050219,4.529827
37584,-4.9885726,15.230741,4.6006246
37616,-5.0175843,15.177525,4.5846987
37632,-4.8599253,15.0298395,4.5646863
37648,-4.981183,15.12309,4.555327
37664,-4.902203,14.96319,4.566694
37696,-5.178599,14.997637,4.6323843
37712,-4.9984984,14.882287,4.5173006
37728,-5.2700877,14.889627,4.568866
37744,-5.155778,14.778629,4.5522165
37776,-5.0141993,14.853493,4.4792213
37792,-5.048881,14.773627,4.414033
37808,-5.1676364,14.797074,4.4532614
37824,-5.0511107,14.801595,4.4066706
37856,-5.089688,14.896421,4.4030933
37873,-5.188877,14.795582,4.4131474
37889,-5.1277804,14.8416195,4.411681
37905,-5.0907745,15.013583,4.3560305
37936,-4.9907966,15.039366,4.301269
37952,-5.1027145,15.00971,4.3265557
37968,-5.0799265,15.025472,4.3360605
37984,-5.09299,14.982991,4.306856
38016,-4.9352193,14.963317,4.247028
38032,-5.1214337,15.029624,4.3427806
38048,-5.0588837,14.788779,4.301866
38064,-4.9268823,14.828045,4.2316732
38096,-4.906886,14.977433,4.209623
38112,-4.8733115,14.812346,4.1660395
38128,-4.9038773,14.46511,4.133849
38144,-5.123756,14.391015,4.2060323
38176,-5.0311832,14.180385,4.184574
38192,-5.024484,14.053972,4.0847116
38209,-4.9596043,13.786982,4.00145
38225,-5.196307,13.390496,4.0132413
38257,-5.12046,13.474146,4.038581
38273,-5.32169,13.357389,4.0340805
38288,-5.172554,13.369244,3.9818838
38304,-5.2744946,12.874106,3.9854555
38336,-5.296294,12.819229,3.9055607
38352,-5.334991,12.799585,3.8259044
38368,-5.1550717,12.952467,3.7454479
38384,-5.1218896,12.704745,3.6883063
38416,-5.1638675,12.703015,3.6704063
38432,-5.180123,12.766996,3.6250868
38448,-5.265363,12.585967,3.660884
38464,-5.295698,12.472726,3.7502465
38496,-5.4853735,11.699785,3.778817
38512,-5.314489,11.759656,3.7926261
38528,-5.469507,12.222461,3.6373007
38544,-5.518577,12.613162,3.4974227
38576,-5.3418956,12.749133,3.4251497
38593,-5.135983,12.789701,3.3291037
38609,-5.332212,12.6232605,3.33533
38625,-5.3226733,12.528382,3.2515373
38656,-5.235625,12.474214,3.2204773
38672,-5.2481155,12.475469,3.1619232
38688,-5.3648586,12.416838,3.076285
38704,-5.2401657,12.634406,2.9767637
38736,-5.1142607,12.705965,2.9760823
38752,-5.3911734,12.649554,2.9840908
38768,-5.3945346,12.739749,3.0267253
38784,-5.445206,12.976029,2.9573076
38816,-5.374809,12.842676,2.9138246
38832,-5.5028467,12.56442,2.9241977
38848,-5.503513,12.726952,2.9253082
38864,-5.4226375,12.733898,2.8761084
38896,-5.3528733,12.704572,2.8617523
38912,-5.368265,12.575427,2.846928
38928,-5.2506137,12.805156,2.8891623
38944,-5.2850947,12.738814,2.8703065
38977,-5.264202,12.587121,2.9181998
38993,-5.4135923,12.583022,2.9333403
39009,-5.4111,12.565917,2.904497
39025,-5.3828473,12.743122,3.0236492
39056,-5.546618,12.878233,3.121927
39072,-5.799556,12.804254,3.209285
39088,-5.7503223,12.719794,3.210721
39104,-5.698554,12.766346,3.1940768
39136,-5.8057,12.663168,3.142785
39152,-5.7437763,12.744826,3.1839035
